call_numero,codigo_postal,colonia_predio,Alcaldía
CDA 5 TABACHINES 7-D,16050,AMPLIACION SAN MARCOS NORTE,Xochimilco
CDA 5 TABACHINES 7-C,16050,AMPLIACION SAN MARCOS NORTE,Xochimilco
And 9 Tabachines Mz 29 Lt 28,16050,Ampl San Marcos Norte,Xochimilco
"Cl. MAJAGUA, MZ-32 LT-3",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
Chinampa Cruztlele,16050,San Juan Xochimilco,Xochimilco
RET ENCINAS 73,16050,Ampl San Marcos,Xochimilco
RET ENCINAS 13,16050,Ampl San Marcos,Xochimilco
Retorno Encinas L-10 Mz-32,16038,Ampliacion San Marcos,Xochimilco
RINCONADA ENCINAS NUM.20,16050,AMPL. SAN MARCOS NORTE,Xochimilco
Andador 5 Tlixochitl No. 7,16050,Amp. San Marcos Norte,Xochimilco
Tabachines 83,16038,San Marcos Norte,Xochimilco
Rinc Majagua Mz 32 Lt 18,16050,Ampl Sn Marcos Norte,Xochimilco
Tabachines S/n,16050,Ampl San Marcos,Xochimilco
Rinc Majagua Mz 32 Lt 19,16050,Ampl Sn Marcos Norte,Xochimilco
And I Majagua Mz 32 Lt 20,16050,Ampl Sn Marcos Norte,Xochimilco
Andador Mahahua Num. 6 Prov.,16050,Ampl. San Marcos,Xochimilco
ANDADOR 1 MAJAGUA no. 14,16050,Ampl San Marcos,Xochimilco
And 1 Masagua Mz 32 Lt 8,16050,Ampl San Marcos Norte,Xochimilco
Retorno De Encinas Lt-7 Mz-32,16050,Ampl. San Marcos,Xochimilco
Rinc Encinas Mz 32 Lt 12,16050,Ampl Sn Marcos Norte,Xochimilco
Rinconada Majahua 4,16038,Ampl. San Marcos,Xochimilco
And I Majagua Mz 32 Lt 13,16050,Ampl Sn Marcos Norte,Xochimilco
And I Majagua Mz 32 Lt 11,16050,Ampl Sn Marcos Norte,Xochimilco
"Ret. ENCINAS, 34",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
"Cl. MORERAS, 27-A",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
Tabachines Mz 30 Lt 09,16050,Ampl Sn Marcos Norte,Xochimilco
"And. TABACHINES, 5 Dpto. 3",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
"And. TABACHINES, 5 Local c. LOCAL COMERCIAL",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
"And. TABACHINES, 5 Dpto. 1",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
"And. TABACHINES, 5 Dpto. 2",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
AND TABACHINES 80,16050,Ampl San Marcos,Xochimilco
And 6 Tabachines Mz 30 Lt 17,16050,Ampl Sn Marcos Norte,Xochimilco
And 6 Tabachines Mz 30 Lt 16 a,16050,Ampl Sn Marcos Norte,Xochimilco
Act. And. 9-B Olmos Lt-15 Mz-30,16050,Bo. Ampl. San Marcos Norte,Xochimilco
ARAUCARIAS 32,16050,Ampl San Marcos,Xochimilco
And 8 Tabachines Mz 30 Lt 03,16050,Ampl Sn Marcos Norte,Xochimilco
And 9 C Olmos Mz 30 Lt 11,16050,Ampl Sn Marcos Norte,Xochimilco
And 9 C Olmos Mz 30 Lt 12,16050,Ampl Sn Marcos Norte,Xochimilco
4TA CDA TABACHINES 13,16050,Ampl San Marcos,Xochimilco
4TA CDA TABACHINES 10,16050,Ampl San Marcos,Xochimilco
And 8 Tabachines Mz 30 Lt 05,16050,Ampl Sn Marcos Norte,Xochimilco
And 8 Tabachines Mz 30 Lt 06,16050,Ampl Sn Marcos Norte,Xochimilco
"Cda. 4 TABACHINES, 1",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
And 8 Tabachines Mz 30 Lt 07,16050,Ampl Sn Marcos Norte,Xochimilco
And 9 B Olmos Mz 30 Lt 16,16050,Ampl Sn Marcos Norte,Xochimilco
PREDIO DENOMINADO  LA SAN JUANERA,16050,AMPL.SAN MARCOS,Xochimilco
3a Cda Olmos 21,16038,Ampl San Marcos,Xochimilco
"Cda. OLMOS, MZ-28 LT-10",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
And 9 Olmos Mz 28 Lt 13,16050,Ampl San Marcos Norte,Xochimilco
And 9 Olmos Mz 28 Lt 15,16050,Ampl San Marcos Norte,Xochimilco
And 9 Olmos Mz 28 Lt 16,16050,Ampl Sn Marcos Nte,Xochimilco
And 9 Olmos Mz 28 Lt 17,16050,Ampl Sn Marcos Nte,Xochimilco
Olmos Mz 28 Lt 18,16050,Ampl San Marcos Norte,Xochimilco
Olmos 135,16038,Ampl. San Marcos Nte.,Xochimilco
Olmos Mz 23 Lt 07,16050,Ampl Sn Marcos Norte,Xochimilco
And 10 Olmos Mz 23 Lt 02,16050,Ampl Sn Marcos Norte,Xochimilco
And 10 Olmos Mz 23 Lt 03,16050,Ampl Sn Marcos Norte,Xochimilco
And 10 Olmos Mz 23 Lt 06,16050,Ampl Sn Marcos Norte,Xochimilco
1er. Andador Olmos 2 Prov.,16050,Amp. San Marcos,Xochimilco
And 10 Olmos Mz 23 Lt 04,16050,Ampl Sn Marcos Norte,Xochimilco
And 5 Tepozanes Mz 23 Lt 12,16050,Ampl Sn Marcos Norte,Xochimilco
And 5 Tepozanes Mz 23 Lt 14,16050,Ampl Sn Marcos Norte,Xochimilco
Ampl Tepozanes Mz 26 Lt 02,16050,San Marcos,Xochimilco
And 5 a Tepozanes Mz 26 Lt 04,16050,Ampl San Marcos,Xochimilco
And Olmos Mz 26 Lt 03,16050,San Marcos,Xochimilco
Tepozanes 112,16050,Ampl San Marcos,Xochimilco
And 4 Tepozanes Mz 26 Lt 6,16050,Ampl Sn Marcos Nte,Xochimilco
Tepozanes S/n,16050,San Marcos,Xochimilco
Tepozanes No. 82,16050,Ampl San Marcos Nte,Xochimilco
Tamarindos Mz 26 Lt 9,16050,Ampl Sn Marcos Nte,Xochimilco
"Cl. TAMARINDOS, 33",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
Tamarindos S/n,16050,San Marcos,Xochimilco
Callejon Tepozanez S/n,16038,Barrio Ampliacion San Marcos,Xochimilco
Ahuejotes 50,16038,San Marcos Ampliacion,Xochimilco
Ahuejotes Mz 24 Lt 02,16050,Ampl San Marcos Norte,Xochimilco
Ahuejotes Lt-1 Mz-24,16050,San Marcos Norte,Xochimilco
Tepozanes Mz 48 Lt 06,16050,Ampl Sn Marcos Norte,Xochimilco
Tepozanes Mz 48 Lt 07,16050,Ampl Sn Marcos Norte,Xochimilco
Tepozanes Mz 48 Lt 8,16050,Ampl Sn Marcos Nte,Xochimilco
Ceibas 38,16038,Ampliacion San Marcos,Xochimilco
Ceibas Num. 40 Ofc.,16050,Ampl Sn Marcos Nte,Xochimilco
Ceibas Mz 48 Lt 11,16050,Ampl Sn Marcos Nte,Xochimilco
And Casuarinas Mz 48 Lt 12,16050,Ampl San Marcos Norte,Xochimilco
Casuarinas  31,16038,Ampl San Marcos Norte,Xochimilco
Casuarinas Mz 48 Lt 2,16050,Ampl Sn Marcos Nte,Xochimilco
Casuarinas Mz 48 Lt 3,16050,Ampl Sn Marcos Nte,Xochimilco
Casuarinas Mz 48 Lt 4,16050,Ampl Sn Marcos Nte,Xochimilco
Casuarinas Mz 48 Lt 5,16050,Ampl Sn Marcos Nte,Xochimilco
Ceibas 19 a 0,16038,Ampl San Marcos,Xochimilco
Jabin Mz 34 Lt 06,16050,Ampl Sn Marcos Norte,Xochimilco
Tepozanes Mz 34 Lt 07,16050,Ampl Sn Marcos Norte,Xochimilco
Tepozanes Mz 34 Lt 08,16050,Ampl Sn Marcos Norte,Xochimilco
Cda 1 Tamarindos Mz 34 Lt 09,16050,Ampl Sn Marcos Norte,Xochimilco
Cda 1 Tamarindos Mz 34 Lt 10,16050,Ampl Sn Marcos Norte,Xochimilco
Cda 1 Tamarindos Mz 34 Lt 11,16050,Ampl Sn Marcos Norte,Xochimilco
Cda 1 Tamarindos Mz 34 Lt 12,16050,Ampl Sn Marcos Norte,Xochimilco
Cda 1 Tamarindos Mz 34 Lt 13,16050,Ampl Sn Marcos Norte,Xochimilco
Tamarindos 15,16050,Barrio San Marcos Norte,Xochimilco
Tamarindos Mz 34 Lt 14,16050,Ampl Sn Marcos Norte,Xochimilco
Tamarindos Mz 34 Lt 16,16050,Ampl Sn Marcos Norte,Xochimilco
Tamarindos 23,16038,Ampliacion San Marcos,Xochimilco
Jabin Mz 34 Lt 02,16050,Ampl Sn Marcos Norte,Xochimilco
Jabin Mz 34 Lt 04,16050,Ampl Sn Marcos Norte,Xochimilco
Jabin Mz 34 Lt 05,16050,Ampl Sn Marcos Norte,Xochimilco
Tamarindos Mz 34 Lt 17,16050,Ampl Sn Marcos Norte,Xochimilco
Jabin Mz 34 Lt 03,16050,Ampl Sn Marcos Norte,Xochimilco
Tepozanes Mz 35 Lt 32,16050,Ampl San Marcos Norte,Xochimilco
Tepozaner Mz. 35 Lt.22,16038,Ampliacion San Marcos Norte,Xochimilco
Cda 7 Olmos Mz 35 Lt 27 a,16050,Ampl San Marcos Norte,Xochimilco
Olmos 54,16050,San Marcos Nte,Xochimilco
Olmos Num.46,16050,Ampl.san Marcos Norte,Xochimilco
2da. Cda. de Olmos 8,16050,Ampl. San Marcos,Xochimilco
Segunda Cerrada de Olmos 10 Casa 1,16050,Ampliacion San Marcos,Xochimilco
Segunda Cerrada de Olmos 10 Casa 2,16050,Ampliacion San Marcos,Xochimilco
Tepozanes 61,16050,Ampl San Marcos Norte,Xochimilco
Tepozanes Mz 35 Lt 18,16050,Ampl San Marcos Norte,Xochimilco
Cda 7 Olmos Mz 035 Lt 30,16038,Amp San Marcos Norte,Xochimilco
And 3 Tepozanes Mz 35 Lt 20,16050,Ampl San Marcos Norte,Xochimilco
Cda 7 Olmos Mz 35 Lt 27,16050,Ampl San Marcos Norte,Xochimilco
Cda 7 Olmos Mz 35 Lt 29,16050,Ampl Sn Marcos Norte,Xochimilco
Cda. del Vergel S/n,16050,San Marcos,Xochimilco
Araucarias Mz 36 Lt 02,16050,Ampl Sn Marcos Nte,Xochimilco
Araucarias Mz 36 Lt 03,16050,Ampl Sn Marcos Nte,Xochimilco
And 8 Olmos Mz 36 Lt 004,16050,Ampl San Marcos Nte,Xochimilco
Olmos Mz 36 Lt 21,16050,Ampl Sn Marcos Nte,Xochimilco
Olmos Mz 36 Lt 01,16050,Ampl Sn Marcos Nte,Xochimilco
Araucarias Mz 36 Lt 05,16050,Ampl Sn Marcos Nte,Xochimilco
Araucarias No. 6,16050,Ampl. San Marcos,Xochimilco
Araucarias Mz 36 Lt 07,16050,Ampl Sn Marcos Nte,Xochimilco
Araucarias Mz 36 Lt 08,16050,Ampl Sn Marcos Nte,Xochimilco
Araucarias Mz 36 Lt 09,16050,Ampl Sn Marcos Nte,Xochimilco
Olmos Mz 36 Lt 10,16050,Ampl Sn Marcos Nte,Xochimilco
Olmos Mz 36 Lt 13,16050,Ampl Sn Marcos Nte,Xochimilco
Olmos Mz 36 Lt 14,16050,Ampl Sn Marcos Nte,Xochimilco
Araucarias 13,16038,San Marcos Ampliacion,Xochimilco
Olmos 39,16038,San Marcos Ampliacion,Xochimilco
Olmos Mz 36 Lt 18,16050,Ampl Sn Marcos Nte,Xochimilco
Olmos Mz 36 Lt 19,16050,Ampl Sn Marcos Nte,Xochimilco
Olmos Mz 36 Lt 15,16050,Ampl Sn Marcos Nte,Xochimilco
Olmos 42,16038,San Marcos Ampliacion,Xochimilco
Olmos Lt. 20 Mz. 36,16038,Amp. San Marcos Norte,Xochimilco
Araucarias Mz 36 Lt 9 a,16050,Ampl Sn Marcos Nte,Xochimilco
Olmos Mz 36 Lt 12,16050,Ampl Sn Marcos Nte,Xochimilco
Araucarias Mz 37 Lt 01,16050,Ampl Sn Marcos Nte,Xochimilco
Araucarias Mz 37 Lt 14,16050,Ampl Sn Marcos Nte,Xochimilco
ARAUCARIAS 22,16050,AMPL SN MARCOS NTE,Xochimilco
Araucarias  Num 16,16050,Ampl Sn Marcos Nte,Xochimilco
"Cl. ARAUCARIAS, 13",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
Araucarias  12,16038,Ampliaciï¿½n San Marcos Norte,Xochimilco
And 9-a Olmos Mz 37 Lt 30,16050,Ampl San Marcos Norte,Xochimilco
Araucarias Mz 37 Lt 27 a,16050,Ampl Sn Marcos Nte,Xochimilco
And 9 a Olmos Mz 37 Lt 25,16050,Ampl San Marcos,Xochimilco
3cda de Olmos 8 5,16038,Ampleacion San Marcos,Xochimilco
And 9 a Olmos Mz 37 Lt 17,16050,Ampl Sn Marcos Nte,Xochimilco
And 9 a Olmos Mz 37 Lt 15,16050,Ampl San Marcos,Xochimilco
And 9 a Olmos Mz 37 Lt 15 a,16050,Ampl San Marcos,Xochimilco
And 9 Olmos Mz 37 Lt 2,16050,Ampl San Marcos Norte,Xochimilco
And 9-a Olmos Mz 37 Lt 28,16050,Ampl San Marcos Norte,Xochimilco
Araucarias Mz 37 Lt 16,16050,Ampl Sn Marcos Nte,Xochimilco
And 9-a Olmos Mz 37 Lt 29,16050,Ampl San Marcos Norte,Xochimilco
Av Tabachines 75,16050,Ampl San Marcos,Xochimilco
Tabachines no.82,16038,Colonia San Marcos Norte,Xochimilco
"Cda. 2 CDA TABACHINES, 3",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
"And. OLMOS, 3-B",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
2DA CDA TABACHINES S N,16050,Ampl San Marcos,Xochimilco
And Tabachines 3,16050,Ampl San Marcos,Xochimilco
Tabachines S/n,16050,San Marcos,Xochimilco
2A CDA TABACHINES 84,16050,Ampl San Marcos,Xochimilco
AV TABACHINES 55,16050,AMPL SAN MARCOS NORTE,Xochimilco
TABACHINES LT 47  MZ 37,16050,AMPL SAN MARCOS NTE,Xochimilco
And 9-a Olmos Mz 37 Lt 38-a,16050,Ampl San Marcos Norte,Xochimilco
AND TABACHINES 28,16050,Ampl San Marcos,Xochimilco
And 9-a Olmos Mz 37 Lt 33,16050,Ampl San Marcos Norte,Xochimilco
AV TABACHINES 82,16050,Ampl San Marcos,Xochimilco
AV TABACHINES 82B,16050,Ampl San Marcos,Xochimilco
Act And 5 Tabachines Mz 37 Lt 08,16050,Ampl Sn Marcos Nte,Xochimilco
2a Cda de Olmos Mz 37 Lt 44,16050,Ampl Sn Marcos Nte,Xochimilco
Act And 5 Tabachines Mz 37 Lt 12,16050,Ampl Sn Marcos Nte,Xochimilco
2a Cda de Olmos Mz 37 Lt 43,16050,Ampl Sn Marcos Nte,Xochimilco
2a Cda Olmos Mz 37 Lt 46,16050,Ampl Sn Marcos Nte,Xochimilco
3a. Cda. de Olmos Mz. 37 Lt. 3 a,16050,Ampl Sn Marcos Nte,Xochimilco
2a Cda de Olmos Mz 37 Lt 42,16050,Ampl Sn Marcos Nte,Xochimilco
And 6 Tabachines Mz 37 Lt 05,16050,Ampl San Marcos Norte,Xochimilco
Act And 6 Tabachines Mz 37 Lt 11,16050,Ampl Sn Marcos Nte,Xochimilco
Tabachines Mz 37 Lt 09,16050,Ampl Sn Marcos Nte,Xochimilco
Act And 5 Tabachines Mz 37 Lt 10,16050,Ampl Sn Marcos Nte,Xochimilco
3ra. Cda. de Tabachines Mz-07 Lt-13,16050,Ampl. San Marcos,Xochimilco
3a. Cda. de Olmos No. 8 Int. 9,16050,Ampliacion San Marcos,Xochimilco
3a. Cda. Olmos Lt-8,16038,Ampl. San Marcos,Xochimilco
3a. Cda. de Olmos Num. 8 Int.11,16050,Ampl San Marcos,Xochimilco
Andador Tabachines No. 78,16050,Ampliacion San Marcos Norte,Xochimilco
And Tabachines Mz 37 Lt 04,16050,Ampl Sn Marcos Nte,Xochimilco
And 9 a Olmos Mz 37 Lt 29,16050,Ampl San Marcos,Xochimilco
And 9 a Olmos Mz 37 Lt 26,16050,Ampl Sn Marcos Nte,Xochimilco
And 9 a Olmos Mz 37 Lt 20,16050,Ampl Sn Marcos Nte,Xochimilco
Tabachines 99,16050,Ampliacion San Marcos,Xochimilco
Tabachines Mz 31 Lt 02,16050,Ampl Sn Marcos Norte,Xochimilco
Tabachines Mz 31 Lt 03,16050,Ampl Sn Marcos Norte,Xochimilco
Rinconada Encinas Mz 31 Lt 04,16050,Ampl Sn Marcos Norte,Xochimilco
Av. Tabachines Num. 71 Ofc.,16050,Ampl. San Marcos Nte.,Xochimilco
Tabachines Mz 31 Lt 06,16050,Ampl Sn Marcos Norte,Xochimilco
Rinconada Encinas Mz 31 Lt 4 a,16050,Ampl Sn Marcos Norte,Xochimilco
Encinas No. 1,16038,Ampl. San Marcos Norte,Xochimilco
"1 CDA ENCINAS, 18",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
1ER CDA ENCINAS 28,16050,Ampl San Marcos,Xochimilco
Encinas 1era. Cda. 16,16050,Ampl. San Marcos Nte.,Xochimilco
CDA ENCINAS 23,16050,Ampl San Marcos,Xochimilco
Cda Encinas 5,16050,Ampl San Marcos,Xochimilco
1a Cda de Encinas Mz 38 Lt 12,16050,Ampl Sn Marcos Nte,Xochimilco
Encinas Mz 92 Lt 13,16050,Ampl Sn Marcos Nte,Xochimilco
Cerrada Encinas Num. 12,16050,Ampl Sn Marcos Nte,Xochimilco
And Encinas Mz 38 Lt 06,16050,Ampl Sn Marcos Nte,Xochimilco
Encinas Lt-15 A Mz-38,16050,Ampl. San Marcos Norte,Xochimilco
Encinas Mz 38 Lt 16,16050,Ampl Sn Marcos Nte,Xochimilco
Encinas Mz 38 Lt 17,16050,Ampl Sn Marcos Nte,Xochimilco
Encinas Mz 38 Lt 18,16050,Ampl Sn Marcos Nte,Xochimilco
"Ret. ENCINAS, 9",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
Retorno Encinas Mz 38 Lt 21,16050,Ampl Sn Marcos Nte,Xochimilco
Retorno Encinas Mz 38 Lt 01,16050,Ampl Sn Marcos Nte,Xochimilco
AND ENCINAS MZ 38 LT 03,16050,AMPL SN MARCOS NTE,Xochimilco
Encinas Mz 38 Lt 14,16050,Ampl Sn Marcos Nte,Xochimilco
And Encinas Mz 38 Lt 02,16050,Ampl Sn Marcos Nte,Xochimilco
"Cda. ENCINAS, 5 Dpto. 4",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
"Cda. ENCINAS, 5 Dpto. 2",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
"Cda. ENCINAS, 5 Dpto. 1",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
"Cda. ENCINAS, 5 Dpto. 3",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
Cerrada Encinas Mz 38 Lt 23,16050,Ampl Sn Marcos Nte,Xochimilco
Cerrada Encinas Mz 38 Lt 26,16050,Ampl Sn Marcos Nte,Xochimilco
Cerrada A  Encinas No. 4,16038,Ampliacion San Marcos Norte,Xochimilco
And Encinas Mz 38 Lt 05,16050,Ampl Sn Marcos Nte,Xochimilco
Cda. a Encinas No.25,16050,Ampliacion Sn.marcos,Xochimilco
Cerrada Encinas Mz 38 Lt 04,16050,Ampl Sn Marcos Nte,Xochimilco
Encinas. 14 0,16050,San Marcos Norte,Xochimilco
Encinas 16,16050,San Marcos Norte,Xochimilco
"1 CDA ENCINAS, MZ-38 LT-10-A",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
"Cl. ENCINAS, 29",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
4a. Cerrada de Encinas 82,16038,Ampliacion San Marcos,Xochimilco
Cda 4-b de Encinos Mz 39 Lt 12,16050,Ampl San Marcos Norte,Xochimilco
Cda 4 Encinos Mz 39 Lt 15,16050,Ampl San Marcos Norte,Xochimilco
Canal Nacional Mz 39 Lt 8,16050,Ampl San Marcos Norte,Xochimilco
And 4-a Encinas Mz 39 Lt 18-a Casa  A,16050,Ampl San Marcos Norte,Xochimilco
And 4-a Encinas Mz 39 Lt 18-a Casa  B,16050,Ampl San Marcos Norte,Xochimilco
And 4-a Encinas Mz 39 Lt 18-a Casa  C,16050,Ampl San Marcos Norte,Xochimilco
CALLE ENCINAS 24C,16050,Ampl San Marcos,Xochimilco
CALLE ENCINAS 29,16050,Ampl San Marcos,Xochimilco
ENCINAS LT-21 MZ-39,16050,AMPL. SAN MARCOS,Xochimilco
CALLE ENCINAS 28,16050,Ampl San Marcos,Xochimilco
Cda 3 Encinas No. 9 Ofc.,16050,Ampl. San Marcos Norte,Xochimilco
Cda 3 Encinas Mz 39 Lt 22,16038,Colonia San Marcos Norte,Xochimilco
Cda 3 Encinas Mz 39 Lt 19,16050,Ampl San Marcos,Xochimilco
Cda 1 Encinas Mz 39 Lt 47,16050,Ampl San Marcos,Xochimilco
3ra. Cda. de Encinas S/n Lt.8 Maz.39,16050,Ampl.san Marcos Nte.,Xochimilco
And 1 a Canal Nacional Mz 039 Lt 07,16038,Amp San Marcos Norte,Xochimilco
3 Cda Encinas 68,16038,Ampl San Marcos Norte,Xochimilco
3a Cda Encinas Mz 039 Lt 29,16038,Amp San Marcos Norte,Xochimilco
3a. Cda. Encinas Num. 68,16050,San Marcos Nte.,Xochimilco
Segunda Cda. Encinas 18,16038,Ampl.san Marcos Norte,Xochimilco
CALLE ENCINAS 19,16050,Ampl San Marcos,Xochimilco
Cda  2 Encinas   3,16038,Ampl San Marcos Norte,Xochimilco
Encinas 28,16050,Ampl. San Marcos Norte,Xochimilco
Encina 31,16038,Bo. Ampliacion Sn Marcos,Xochimilco
CDA ENCINAS 4,16050,Ampl San Marcos,Xochimilco
CDA ENCINAS 6,16050,Ampl San Marcos,Xochimilco
Cda 1 Encinas Mz O9 Lt 46,16050,Ampl San Marcos,Xochimilco
CDA ENCINAS 12B,16050,Ampl San Marcos,Xochimilco
CDA ENCINAS 12,16050,Ampl San Marcos,Xochimilco
RET ENCINAS 23,16050,Ampl San Marcos,Xochimilco
And 2-a Encinas Mz 39 Lt 35,16050,Ampl San Marcos Norte,Xochimilco
"And. 2 ENCINAS, MZ-39 LT-34",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
And 2 a Encinas Mz 39 Lt 33,16050,Ampl San Marcos,Xochimilco
Encinas Numero 18,16038,Ampliacion San Marcos Norte,Xochimilco
2a. Cda. de Encinas 18,16038,Ampliacion San Marcos,Xochimilco
And 2 a Encinas Mz 39 Lt 38,16050,Ampl San Marcos,Xochimilco
And 2 a Encinas Mz 39 Lt 39,16050,Ampl San Marcos,Xochimilco
Encinas 18,16038,Amp. San Marcos Norte,Xochimilco
Cda. 3ra.  de Encinas No. 2,16038,Amp. San Marcos Norte,Xochimilco
Cda 3 Encinas Mz 39 Lt 24,16050,Ampl San Marcos Norte,Xochimilco
Andador Uno-a Canal Nacional Lt.06 Mz.39,16050,Ampliacion San Marcos Norte,Xochimilco
Encinas 6,16050,Ampl. San Marcos,Xochimilco
CALLE ENCINAS 19,16050,Ampl San Marcos,Xochimilco
Quinos Mz 44 Lt 30,16050,Ampl Sn Marcos Nte,Xochimilco
CALLE ENCINAS 9,16050,Ampl San Marcos,Xochimilco
Acahuales 24,16038,Amp. San Marcos Norte,Xochimilco
Acahuales Mz 44 Lt 14,16050,Ampl Sn Marcos Nte,Xochimilco
Acahuales Mz 44 Lt 15,16050,Ampl Sn Marcos Nte,Xochimilco
And 3 Acahuales Mz 44 Lt 16,16050,Ampl Sn Marcos Nte,Xochimilco
Acahuales Mz 44 Lt 17,16050,Ampl Sn Marcos Nte,Xochimilco
Tejocotes Mz 44 Lt 36,16050,Ampl Sn Marcos Nte,Xochimilco
And 3 Acahu 1 50 Mz 44 Lt 20,16050,Ampl Sn Marcos Nte,Xochimilco
Encinas 7,16050,Barrio San Marcos Norte,Xochimilco
And 3 Acahuales Mz 44 Lt 18,16050,Ampl Sn Marcos Nte,Xochimilco
And 3 Acahuales Mz 44 Lt 19,16050,Ampl Sn Marcos Nte,Xochimilco
Tejocotes Mz 44 Lt 35,16050,Ampl Sn Marcos Nte,Xochimilco
"Cl. ACAHUALES, 24",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
"Cl. QUINOS, 10 (MZ-44 LT-22)",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
QUINOS NUM.15,16050,BO.SAN MARCOS,Xochimilco
And Quinos Mz 44 Lt 24,16050,Ampl Sn Marcos Nte,Xochimilco
"Cl. TEJOCOTE, 30",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
Quinos Mz 44 Lt 28,16050,Ampl Sn Marcos Nte,Xochimilco
QUINOS 15,16050,Ampl San Marcos,Xochimilco
And 1 Acahuales Mz 44 Lt 31,16050,Ampl San Marcos,Xochimilco
Quinos Mz 44 Lt 27,16050,Ampl Sn Marcos Nte,Xochimilco
Tejocotes No. 29,16050,Amp. San Marcos Norte,Xochimilco
Encinas Mz 44 Lt 1,16050,Ampl Sn Marcos Nte,Xochimilco
Encinas Mz 44 Lt 3,16050,Ampl Sn Marcos Nte,Xochimilco
"Cl. QUINOS, 16",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
Encinas Mz 44 Lt 4,16050,Ampl Sn Marcos Nte,Xochimilco
Encinas Mz 44 Lt 5,16050,Ampl Sn Marcos Nte,Xochimilco
Encinas Mz 44 Lt 6 a,16050,Ampl Sn Marcos Nte,Xochimilco
"Cl. ENCINAS, 39 Casa A",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
"Cl. ENCINAS, 39 Casa B",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
"Cl. ENCINAS, 39 Casa B",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
"Cl. ENCINAS, 39 Casa A",16038,AMPLIACION SAN MARCOS NORTE,Xochimilco
And Quinos Mz 44 Lt 25,16050,Ampl Sn Marcos Nte,Xochimilco
Encinas Mz 44 Lt 8,16050,Ampl Sn Marcos Nte,Xochimilco
Tejocotes Mz 44 Lt 34 a,16050,Ampl Sn Marcos Nte,Xochimilco
Encinas Mz 44 Lt 2,16050,Ampl Sn Marcos Nte,Xochimilco
Encinas Mz 44 Lt 6,16050,Ampl Sn Marcos Nte,Xochimilco
And 1 Aca Mz 44 Lt 33,16050,Ampl Sn Marcos Nte,Xochimilco
Tejocotes Num. 29,16050,Ampliacion San Marcos,Xochimilco
Tejocotes 43,16050,Ampl. Sn Marcos,Xochimilco
Tejocotes Mz 43 Lt 07,16050,Ampl Sn Marcos Nte,Xochimilco
Encinas Mz 43 Lt 03,16050,Ampl Sn Marcos Nte,Xochimilco
Tejocotes Mz 43 Lt 04,16050,Ampl Sn Marcos Nte,Xochimilco
Tejocotes Mz 43 Lt 05,16050,Ampl Sn Marcos Nte,Xochimilco
Tejocotes Num. 3,16038,Ampl.. San Marcos Norte,Xochimilco
Tejocotes Mz 43 Lt 06,16050,Ampl Sn Marcos Nte,Xochimilco
Acahuales 3,16050,Ampl Sn Marcos Nte,Xochimilco
Tabachines No. 30,16050,Ampliacion San Marcos,Xochimilco
Tabachines Mz 43 Lt 13,16050,Ampl Sn Marcos Nte,Xochimilco
Tabachines Num. 81,16038,Colonia San Marcos Norte,Xochimilco
Encinas Mz 43 Lt 02,16050,Ampl Sn Marcos Nte,Xochimilco
Tejocotes Mz 43 Lt 08,16050,Ampl Sn Marcos Nte,Xochimilco
Chinampas Toltenco,00000,San Juan,Xochimilco
Cda Tabachines 21,16050,Barrio San Juan,Xochimilco
Tabachines 21 C,16050,Barrio San Marcos,Xochimilco
Tabachines 21 a,16038,Barrio San Marcos,Xochimilco
Tabachines 22,16038,Barrio San Marcos,Xochimilco
Rododrendos 1,16038,Barrio San Marcos,Xochimilco
Rododrendos 2,16038,Barrio San Marcos,Xochimilco
Rododrendos 6,16038,Barrio San Marcos,Xochimilco
