call_numero,codigo_postal,colonia_predio,Alcaldía
Siete Vueltas S. N Cjon,16080,San Diego,Xochimilco
Dalia 18,16080,Bo Sn Esteban,Xochimilco
Cjon 7 Vueltas 8,16080,Bo.san Diego,Xochimilco
Siete Vueltas S. N Cjon,16080,San Diego,Xochimilco
Siete Vueltas 52 Cjon,16080,San Diego,Xochimilco
Pino 144,16080,San Diego Xochimilco,Xochimilco
Pino 142,16080,San Diego Xochimilco,Xochimilco
Pino 138,16080,Barrio de San Diego,Xochimilco
Pino 136,16080,San Diego Xochimilco,Xochimilco
Siete Vueltas,16080,San Diego Xochimilco,Xochimilco
Siete Vozitas 8,16080,Xochimilco,Xochimilco
Siete Vueltas S. N Cjon,16080,San Diego,Xochimilco
Siete Vueltas,16080,San Diego Xochimilco,Xochimilco
Siete Vueltas S. N Cjon,16080,San Diego,Xochimilco
Siete Vueltas S. N Cjon,16080,San Diego,Xochimilco
Siete Vueltas S. N Cjon,16080,San Diego,Xochimilco
Siete Vueltas S. N Cjon,16080,San Diego,Xochimilco
Siete Vueltas 9 Cjon,16080,San Diego,Xochimilco
Cjon 7 Vueltas 18,16080,Bo San Diego,Xochimilco
CJON 7 VUELTAS 8,16080,Bo San Diego,Xochimilco
Cjon 7 Vueltas 17,16080,Bo San Diego,Xochimilco
Cjon 7 Vueltas No. 9 Prov. la Vuelta,16080,Bo. San Diego,Xochimilco
"Cjn. 7 VUELTAS, MZ-8 LT-2",16080,BARRIO SAN DIEGO,Xochimilco
CJON 7 VUELTAS 13,16080,Bo San Diego,Xochimilco
CJON 7 VUELTAS 138,16080,Bo San Diego,Xochimilco
Pino 132,16080,San Diego B,Xochimilco
CJON 7 VUELTAS 7,16080,Bo San Diego,Xochimilco
Cjon Pino 122,16080,Bo San Diego,Xochimilco
Cjon 7 Vueltas,16080,San Diego,Xochimilco
Violeta 9-1,16080,Bo San Diego,Xochimilco
"Cl. PINO, 144",16080,BARRIO SAN DIEGO,Xochimilco
Dalia 58,16080,San Diego Xochimilco,Xochimilco
Dalia 24,16080,Bo Sn Esteban Xochimilco,Xochimilco
Dalia 54,16080,San Diego,Xochimilco
Dalia San Esteban 22,16080,Xochimilco,Xochimilco
Cjon Lopez 22,16080,Bo San Diego,Xochimilco
Lopez 55 Cjon,16080,San Diego,Xochimilco
Dalia 54,16080,San Diego,Xochimilco
Josefa Ortiz de Dominguez 58,16080,San Diego,Xochimilco
J.o.de Dominguez S/n,16080,San Diego Xochimilco,Xochimilco
Josefa Ortiz de Dominguez 60,16080,Xochimilco,Xochimilco
Dalia 54,16080,San Diego,Xochimilco
Dalia 54,16080,San Diego,Xochimilco
Dalia 2,16080,San Diego Xochimilco,Xochimilco
DALIA 38,16070,BO LA GUADALUPITA,Xochimilco
Terreno Amomolochico,16080,Bo. San Esteban,Xochimilco
Dalia 55,16080,San Diego,Xochimilco
Dalia 18,16080,Sn Esteban,Xochimilco
Dalia 12,16080,San Diego,Xochimilco
Dalia Num. 12,16080,Bo. San Esteban,Xochimilco
Dalia Num. 12,16080,Bo. San Esteban,Xochimilco
Dalia Sur 10,16080,San Esteban,Xochimilco
Dalia Sur 10,16080,San Esteban,Xochimilco
Dalia Sur 10,16080,San Esteban,Xochimilco
Dalia Sur 10,16080,San Esteban,Xochimilco
Norte Dalia Num. 6,16080,Barr. San Esteban,Xochimilco
Dalia 38,16080,San Diego,Xochimilco
Dalia Norte 2,16080,Bo San Esteban,Xochimilco
Pino 150,16080,San Diego,Xochimilco
Del Pino S/n,16000,Xochimilco,Xochimilco
PINO 150 A,16080,BO SAN DIEGO,Xochimilco
"Cjn. CJON 2 DALIA, 20",16080,BARRIO SAN DIEGO,Xochimilco
Cjon Lopez S/n,16080,San Diego Xochimilco,Xochimilco
PINO 138,16080,Bo San Diego,Xochimilco
DALIA 6,16080,BO SAN DIEGO,Xochimilco
Dalia 54 B,00000,San Esteban,Xochimilco
JOSEFA ORTIZ DE DOMINGUEZ 58C,16080,Bo San Diego,Xochimilco
JOSEFA ORTIZ DE DOMINGUEZ NUM. 169,16080,Barrio San Diego,Xochimilco
JOSEFA ORTIZ DE DOMINGUEZ 58A,16080,Bo San Diego,Xochimilco
Josefa Ortiz de Dominguez 58 C,16080,Bo. Sasn Esteban,Xochimilco
J.O.DE DOMINGUEZ.138,16080,Bo San Diego Xochimilco,Xochimilco
DALIA 58,16080,Bo San Diego,Xochimilco
JOSEFA ORTIZ DE DOMINGUEZ 54BIS,16080,Bo San Diego,Xochimilco
DALIA 22BIS,16080,Bo San Diego,Xochimilco
DALIA 22,16080,Bo San Diego,Xochimilco
DALIA NUM. 46,16080,BO. SAN ESTEBAN,Xochimilco
Cjon Dalia no.46  Prov.,16080,Barrio San Esteban,Xochimilco
PINO 150 B,16080,BARRIO SAN DIEGO,Xochimilco
PINO 150-5,16080,BARRIO SAN DIEGO,Xochimilco
Josefa Ortiz de Dominguez 195,16080,Xochimilco,Xochimilco
Ortiz de Dominguez 195 Pred Int,16080,Xochimilco,Xochimilco
J o de Dominguez S/n,16080,San Diego Xochimilco,Xochimilco
J o de Dominguez 108,16080,San Diego Xochimilco,Xochimilco
Plazuela De San Esteban 10,16080,Bo San Esteban,Xochimilco
Josefa Ortiz de Dominguez 189,16080,Bo San Esteban,Xochimilco
Dalia S. N Pred Int,16080,Xochimilco,Xochimilco
Dalia 8 Predio Interior,16080,Bo San Diego,Xochimilco
Plazuela San Esteban 9,16080,Bo. San Esteban,Xochimilco
Dalia 39 Pred Int,16080,Xochimilco,Xochimilco
"Cjn. 3ER DALIA, 43",16080,BARRIO SAN ESTEBAN,Xochimilco
Pino 156,16080,Sn Esteban Xochimilco,Xochimilco
Pino 96,16080,Barrio Sn. Esteban,Xochimilco
PINO 156,16080,SAN ESTEBAN,Xochimilco
CANAL SECO  LT 8  MZ 13,16080,BO SAN ESTEBAN,Xochimilco
Pino 160,16080,San Esteban,Xochimilco
Canal Seco No. 25,16080,Barrio San Esteban,Xochimilco
Canal Seco No. 25,16080,Barrio San Esteban,Xochimilco
"Cl. PINO, 164",16080,BARRIO SAN ESTEBAN,Xochimilco
"Cl. PINO, 164",16080,BARRIO SAN ESTEBAN,Xochimilco
PINO NUM. 156A,16080,BO. SAN ESTEBAN,Xochimilco
Pino 156,16080,Barrio de San Esteban,Xochimilco
Pino S. N,16080,San Esteban,Xochimilco
Pino 96,16080,San Esteban,Xochimilco
"Cl. DALIA, 35",16080,BARRIO SAN ESTEBAN,Xochimilco
Dalia 37,16080,San Esteban,Xochimilco
Dalia 39,16080,San Esteban,Xochimilco
Dalia 45,16080,San Esteban,Xochimilco
"Cl. DALIA, 15",16080,BARRIO SAN ESTEBAN,Xochimilco
Dalia 13,16080,Barrio San Esteban,Xochimilco
Dalia 13,16080,San Esteban,Xochimilco
Dalia 55,16080,San Esteban,Xochimilco
J Ortiz de Dominguez S/n,16080,San Diego Xochimilco,Xochimilco
CJON 3 DALIA  LT 1  MZ 10,16080,BO SAN ESTEBAN,Xochimilco
Cjon J Ortiz de Dominguez 5,16080,San Diego Xochimilco,Xochimilco
Dalia 39,16080,San Esteban,Xochimilco
Dalia 43,16080,San Esteban,Xochimilco
Dalia 13,16080,San Esteban,Xochimilco
CJON.3 DALIA LT.2 MZ.10,16080,Barrio San Esteban,Xochimilco
J Ortiz de Dominguez 187,16080,San Esteban Xochimilco,Xochimilco
CANAL SECO 7,16080,Bo San Esteban,Xochimilco
CANAL SECO 17,16080,Bo San Esteban,Xochimilco
Orquidea 5,16080,Bo. Sn. Esteban,Xochimilco
Pino 164,16080,San Esteban,Xochimilco
CDA SN ESTEBAN 164,16080,Bo San Esteban,Xochimilco
Terreno El Puente,16000,Sn Esteban,Xochimilco
PLAZUELA SN ESTEBAN 6,16080,Bo San Esteban,Xochimilco
CDA SN ESTEBAN 20B,16080,Bo San Esteban,Xochimilco
Pino 156,16080,San Esteban,Xochimilco
"Cl. DALIA, 45",16080,BARRIO SAN ESTEBAN,Xochimilco
CJON. 3 DALIA LT-13 MZ-10,16080,BO. SAN ESTEBAN,Xochimilco
pino num161,16080,Bo San Esteban,Xochimilco
Pino 155,16080,San Esteban,Xochimilco
Pino 151,16080,Xochimilco,Xochimilco
Pino 153,16080,Bo. San Esteban,Xochimilco
Pino 149,16080,San Esteban,Xochimilco
Dalia 26,16080,San Diego,Xochimilco
1 Cjon Dalia 159,16080,Bo San Esteban,Xochimilco
"Cjn. POTRERO, 4",16080,BARRIO SAN ESTEBAN,Xochimilco
Nuevo Leon 140,16080,San Esteban,Xochimilco
Nuevo Leon 136,16080,San Esteban,Xochimilco
Nuevo Leon 136 a,16080,San Esteban,Xochimilco
Nuevo Leon 112,16080,San Esteban,Xochimilco
Nuevo Leon 112,16080,San Esteban,Xochimilco
Calle 3 Cda. de Nvo. Leon 112 Int-5,16090,Bo. Caltongo,Xochimilco
Nuevo Leon 108,16090,Barrio Caltongo,Xochimilco
Nuevo Leon 108,16080,Bo Caltongo,Xochimilco
NUEVO LEON NUM. 126,16080,Bo Caltongo,Xochimilco
Nuevo Leon 120,16080,San Esteban,Xochimilco
Nuevo Leon 118,16080,San Esteban,Xochimilco
Nuevo Leon 114,16080,San Esteban,Xochimilco
Nuevo Leon 110,16080,San Esteban,Xochimilco
Nuevo Leon 108,16080,San Esteban,Xochimilco
Dalia 70,16080,San Esteban,Xochimilco
Dalia 5,16080,San Esteban,Xochimilco
Dalia 26,16080,San Esteban,Xochimilco
"Cl. DALIA, 10",16080,BARRIO SAN ESTEBAN,Xochimilco
Dalia 5,16080,San Esteban Xochimilco,Xochimilco
Dalia 5,16080,San Esteban Xochimilco,Xochimilco
ORQUIDEA NUM. 63,16080,BARRIO SAN ESTEBAN,Xochimilco
Dalia 20 2do Cjon,16080,San Esteban,Xochimilco
Dalia 20 2do Cjon,16080,San Esteban,Xochimilco
Dalia S. N 2do Cjon,16080,San Esteban,Xochimilco
Dalia S. N 2do Cjon,16080,San Esteban,Xochimilco
Callejï¿½n Los Pinitos no.18,16080,San Esteban,Xochimilco
Dalia S. N 1er Cjon,16080,San Esteban,Xochimilco
Orquidea 8,16080,San Esteban Xochimilco,Xochimilco
Dalia 16 1er Cjon,16080,San Esteban,Xochimilco
Cjon Dalia S. N,16080,San Esteban,Xochimilco
Dalia 14-a,16080,San Esteban,Xochimilco
Dalia 16 Bis,16080,San Esteban,Xochimilco
Dalia 16,16080,San Esteban,Xochimilco
Dalia 14,16080,San Esteban,Xochimilco
Dalia 12 Bis,16080,San Esteban,Xochimilco
Cjon 5 Dalia Num 7,16080,Bo San Esteban,Xochimilco
5to. Cjon. Dalia 21,16080,Bo. San Esteban,Xochimilco
Dalia S. N 1er Cjon,16080,San Esteban,Xochimilco
Dalia 12 Bo,16080,San Esteban,Xochimilco
Dalia 8 Bis,16080,Barrio San Esteban,Xochimilco
Dalia 8 1er Cjon,16080,San Esteban,Xochimilco
Dalia 8 Prov,16080,Bo San Esteban,Xochimilco
Dalia 25,16080,San Esteban,Xochimilco
Cjon Dalia 5 a,16080,Barrio San Esteban,Xochimilco
1er Cjon de Dalia 3,16080,San Esteban,Xochimilco
Cda 5 J Potrero 72,16080,Bo. Caltongo,Xochimilco
Cjon San Juan Potrero 12 C,16080,Barrio San Esteban,Xochimilco
Cjon San Juan Potrero 12 B,16080,Barrio San Esteban,Xochimilco
Nuevo Leon 110,16080,San Esteban,Xochimilco
2do Cjon Dalia 5 Bo,16080,San Esteban,Xochimilco
Av. Nuevo Leon 142,16090,Bo. Caltongo,Xochimilco
Cjon Los Pinitos  lt8  mz 33,16080,Bo San Esteban,Xochimilco
CJON 4 DALIA  LT 18  MZ 32,16080,BO SAN ESTEBAN,Xochimilco
1er Cjon Dalia 3,16080,San Esteban Xochimilco,Xochimilco
PRIMER CJON DALIA S N,16080,San Esteban,Xochimilco
Av Nuevo Leon 140,16080,Barrio San Esteban,Xochimilco
5to. Cjon de Dalia 9,16080,Bo. San Esteban,Xochimilco
Av Nuevo Leon 112 Bis,16080,Barrio San Esteban,Xochimilco
Cjon.pinitos 4,16080,Bo.san Esteban,Xochimilco
2do Cjon de Dalia 10 Prov,16080,San Esteban,Xochimilco
Orquidea 30,16080,Barrio San Esteban,Xochimilco
Cjon.pinitos 7,16080,Bo.san Esteban,Xochimilco
Cjon.pinitos 4-a,16080,Bo.san Esteban,Xochimilco
CJON. PINITOS  NO. 11,16080,BO. SAN ESTEBAN,Xochimilco
"Avd. NUEVO LEON, 140",16080,BARRIO SAN ESTEBAN,Xochimilco
Dalia S. N,16080,San Diego,Xochimilco
Dalia 7 a Bo,16080,San Esteban,Xochimilco
Dalia 7 Bis,16080,San Diego,Xochimilco
Dalia 9,16080,San Diego,Xochimilco
DALIA 11,16080,BO. SAN ESTEBAN,Xochimilco
Dalia 13 Bis,16080,San Diego,Xochimilco
Dalia 13,16080,San Diego,Xochimilco
"Cl. DALIA, 17",16080,BARRIO SAN DIEGO,Xochimilco
Dalia 19 Bo,16080,San Esteban,Xochimilco
Dalia 25 Bo,16080,San Esteban,Xochimilco
Dalia S. N,16080,San Diego,Xochimilco
Nuevo Leon 92 2,16080,San Diego,Xochimilco
Nuevo Leon 92,16080,San Esteban Xochim.,Xochimilco
Nuevo Leon 92,16080,Bo Caltongo,Xochimilco
Calle Nuevo Leon 88,16080,Bo San Diego,Xochimilco
Nuevo Leon 86,16080,San Diego,Xochimilco
Nuevo Leon 92 Int 5 Bo,16080,San Esteban,Xochimilco
Dalia 21 B,16080,Bo San Diego,Xochimilco
Dalia 19 3,16080,Sn Esteban,Xochimilco
Dalia 7 Int 5 Bo,16080,San Esteban,Xochimilco
Pino 145,16080,San Diego,Xochimilco
Pino 145 a,16080,San Diego,Xochimilco
Dalia 7 3,16080,San Diego,Xochimilco
Dalia 7 4,16080,San Diego,Xochimilco
Callejon Dalia 19,16080,A Prov Bo San Esteban,Xochimilco
Dalia 21 2,16080,San Diego,Xochimilco
Nuevo Leon 92 4,16080,San Diego,Xochimilco
Dalia 25 C,16080,Barrio San Esteban,Xochimilco
Dalia 25 D,16080,Barrio San Esteban,Xochimilco
Calle Dalia 17-1,16080,San Esteban,Xochimilco
Calle Dalia 17-2,16080,San Esteban,Xochimilco
Calle Dalia 17-6,16080,San Esteban,Xochimilco
Pino 143,16080,San Diego,Xochimilco
Pino 5 5to Cjon,16080,San Diego,Xochimilco
Pino 5 Bis 5to Cjon,16080,San Diego,Xochimilco
Pino 5 3 5to Cjon,16080,San Diego,Xochimilco
"Cjn. 5o CALLEJON DE PINO, 15",16080,BARRIO SAN DIEGO,Xochimilco
Pino 7 5to Cjon,16080,San Diego,Xochimilco
Cda Pino Jto Al 15 Bo,16080,San Diego,Xochimilco
CALLE NUEVO LEON 44-3,16080,BO SAN DIEGO,Xochimilco
Cjon Cempoatlxochitl 13,16080,Bo San Diego Xochimilco,Xochimilco
Zempazuchitl 24 Cjon,16080,San Diego,Xochimilco
Zempazuchitl 5 Cjon,16080,San Diego,Xochimilco
Nuevo Leon 80 Bo,16080,San Diego,Xochimilco
Nuevo Leon 78,16080,San Diego,Xochimilco
Nuevo Leon 74 Bis,16080,San Diego,Xochimilco
AV. NUEVO LEON LT-4 MZ-14,16080,BO. SAN DIEGO,Xochimilco
Nuevo Leon 74 2,16080,San Diego,Xochimilco
Nuevo Leon Num 74 1,16080,San Diego,Xochimilco
Nuevo Leon 72,16080,San Diego,Xochimilco
Nuevo Leon S. N,16080,San Diego,Xochimilco
Zempazuchitl 1 Cjon,16080,San Diego,Xochimilco
Cjon. Cempoatlxochitl 2,16080,San Diego,Xochimilco
Zempazuchitl 44 Cjon,16080,San Diego,Xochimilco
Zempasuchil S/n,16080,Xochimilco,Xochimilco
Zempazuchitl 44 Cjon,16080,San Diego,Xochimilco
CJON CEMPASUCHIL PD INT S/N,16080,BO SAN DIEGO,Xochimilco
Zempasuchil 44,16080,Xochimilco,Xochimilco
Cjon Zapazuchitl 12 Bo,16080,San Diego,Xochimilco
Pino 65,16080,San Diego,Xochimilco
Pino 137,16080,San Diego,Xochimilco
Pino 139,16080,San Diego Xochimilco,Xochimilco
Pino 141,16080,San Diego,Xochimilco
Pino 137 Bis,16080,San Diego,Xochimilco
Cempoatlxochitl 10,16080,Xochimilco,Xochimilco
Cempoatlxochitl 8,16080,Xochimilco,Xochimilco
Cjon. Cempasuchil 6,16080,Barrio San Diego,Xochimilco
Canal Nativitas 5-B-2,16080,Barrio San Diego,Xochimilco
5to Cjon Pino  Lt 3  Mz 13,16080,Barrio San Diego,Xochimilco
Canal Nativitas 5-B-5,16080,Barrio San Diego,Xochimilco
Canal Nativitas 5-B-6,16080,Barrio San Diego,Xochimilco
5 Cjon. de Pino Num.5,16080,Bo. San Diego,Xochimilco
Pino 63,16080,San Diego,Xochimilco
Cempoatlxochitl 11 Bo,16080,San Diego,Xochimilco
Cempoatlxochitl 13 Bo,16080,San Diego,Xochimilco
Zempazuchitl S. N Cjon,16080,San Diego,Xochimilco
Callejon Hueyoclipa 3b,16080,Caltongo Xochimilco,Xochimilco
Zempazuchitl 25 Cjon,16080,San Diego,Xochimilco
Cempoatlxochitl 12 a Bo,16080,San Diego,Xochimilco
Cjon. Cempasuchil No. 25,16080,Bo. San Diego,Xochimilco
Zempazuchitl 4 Cjon,16080,San Diego,Xochimilco
Nuevo Leon 66 Bo,16080,San Diego,Xochimilco
Nuevo Leon 62,16080,San Diego,Xochimilco
Nuevo Leon 60 Bo,16080,San Diego,Xochimilco
Nuevo Leon 56,16080,San Diego Xochimilco,Xochimilco
Violeta 30,16080,San Diego,Xochimilco
VIOLETA 28,16080,BO SAN DIEGO,Xochimilco
Violeta 26,16080,San Diego,Xochimilco
Violeta 20,16080,San Diego,Xochimilco
Violeta 21,16080,San Diego,Xochimilco
Violeta 12,16080,Barrio San Diego,Xochimilco
Violeta 10,16080,Xochimilco,Xochimilco
VIOLETA 21,16080,BO SAN DIEGO,Xochimilco
VIOLETA 26,16080,BO SAN DIEGO,Xochimilco
Violeta 25 Tercer Callejon,16080,San Diego,Xochimilco
VIOLETA 32,16080,BO SAN DIEGO,Xochimilco
Violeta 31,16080,San Diego,Xochimilco
Violeta 6,16080,San Diego,Xochimilco
Violeta No. 44,16080,Barrio San Diego,Xochimilco
Del Pino 47,16080,Xochimilco,Xochimilco
Pino 47,16080,San Diego,Xochimilco
Pino 47,16080,San Diego,Xochimilco
Pino 47 B San Diego Xochimilco,16080,0,Xochimilco
Pino 123 San Diego Xochimilco,16080,0,Xochimilco
Pino 119,16080,San Diego,Xochimilco
Pino 119,16080,San Diego,Xochimilco
Pino 61 Bis,16080,San Diego,Xochimilco
"Cl. VIOLETA, 26",16080,BARRIO SAN DIEGO,Xochimilco
Pino 127,16080,Bo. San Diego,Xochimilco
Pino 61,16080,Barrio San Diego,Xochimilco
Del Pino 61,16080,Xochimilco,Xochimilco
Nuevo Leon 54,16080,Barrio San Diego,Xochimilco
Nuevo Leon 66,16080,Barrio San Diego,Xochimilco
CEMPAZUCHITL LT.6 MZ.12,16080,SAN DIEGO,Xochimilco
CJON CEMPASUCHIL 12 B,16080,BARRIO SAN DIEGO,Xochimilco
Nuevo Leon 69,16080,San Cristobal,Xochimilco
2a Cda Salitre 4,16080,San Cristobal,Xochimilco
2a Priv Salitre 3,16080,San Cristobal,Xochimilco
Salitre 14,16080,San Cristobal,Xochimilco
Salitre 18,16080,San Cristobal,Xochimilco
Salitre 18,16080,San Cristobal,Xochimilco
1a Priv Salitre 3,16080,San Cristobal,Xochimilco
1a Priv Salitre 4,16080,San Cristobal,Xochimilco
1a Priv Salitre 5,16080,San Cristobal,Xochimilco
1a Privada de Salitre 3,16080,Barrio San Cristobal,Xochimilco
1er Cjon Salitre 2,16080,Bo. San Cristobal,Xochimilco
"Cjn. 1ER SALITRE, 1",16080,BARRIO SAN CRISTOBAL,Xochimilco
Salitre 12,16080,San Cristobal,Xochimilco
Nuevo Leon 61,16080,San Cristobal,Xochimilco
Nuevo Leon 61,16080,San Cristobal,Xochimilco
Nuevo Leon 61,16080,San Cristobal,Xochimilco
Nuevo Leon 61,16080,San Cristobal,Xochimilco
CALLE NUEVO LEON 71,16080,BO SAN CRISTOBAL,Xochimilco
CALLE NUEVO LEON 71,16080,BO SAN CRISTOBAL,Xochimilco
Violeta 38,16080,San Cristobal,Xochimilco
Violeta No. 32,16040,Barrio San Cristobal,Xochimilco
Nuevo Leon 63,16080,San Cristobal,Xochimilco
Nuevo Leon 65,16080,San Cristobal,Xochimilco
Nuevo Leon 67,16080,San Cristobal,Xochimilco
Nuevo Leon 67,16080,San Cristobal,Xochimilco
SALITRE 24,16080,Bo San Cristobal,Xochimilco
SALITRE 24BIS,16080,Bo San Cristobal,Xochimilco
CALLE NUEVO LEON 89,16080,BO SAN CRISTOBAL,Xochimilco
Nuevo Leon 87,16080,San Cristobal,Xochimilco
Nuevo Leon 83,16080,San Cristobal,Xochimilco
Nuevo Leon Num. 83 Bis.,16080,Bo. San Cristobal,Xochimilco
Terreno Alamoztitla,16080,San Cristobal Xochimilco,Xochimilco
Nuevo Leon Num. 83,16080,Bo. San Cristobal,Xochimilco
Av. Nuevo Leon Num. 127,16080,Bo. Caltongo,Xochimilco
Nuevo Leon 125,16080,Xochimilco,Xochimilco
Nuevo Leon 123,16080,San Cristobal,Xochimilco
Nuevo Leon 121,16090,Barrio San Francisco Caltongo,Xochimilco
"Avd. NUEVO LEON, 177",16080,BARRIO SAN CRISTOBAL,Xochimilco
Nuevo Leon 115,16080,Bo. Caltongo,Xochimilco
Nuevo Leon 111,16080,San Cristobal,Xochimilco
Nuevo Leon 107,16080,San Cristobal,Xochimilco
Nuevo Leon 105,16080,San Cristobal,Xochimilco
Nuevo Leon S. N,16080,San Cristobal,Xochimilco
Nuevo Leon 101,16080,San Cristobal,Xochimilco
Dalia No. 33 Int-2,16080,Bo. San Cristobal,Xochimilco
Dalia 1,16080,San Cristobal,Xochimilco
Av Nvo Leon 95 Bo Sn Cristobal,16080,Bo.san Cristobal,Xochimilco
Nuevo Leon 101,16080,San Cristobal,Xochimilco
Nuevo Leon 103,16080,San Cristobal,Xochimilco
Cjon S/n Rancho Viejo,16080,Barrio Caltongo,Xochimilco
Av Nvo Leon 95,16080,Bo.san Cristobal,Xochimilco
Flores 8,16080,Xochimilco,Xochimilco
Flores 6,16080,Xochimilco,Xochimilco
AV. NUEVO LEON NUM. 129,16080,BARRIO CALTONGO,Xochimilco
Plazuela de Sn Cristobal 8,16080,Xochimilco,Xochimilco
Dalia 44,16080,Xochimilco,Xochimilco
Dalia 3,16080,Xochimilco,Xochimilco
CANAL 138,16080,Bo San Cristobal,Xochimilco
CJON FLORES 4B,16080,Bo San Cristobal,Xochimilco
Cda. de las Flores Num.7,16080,Bo. San Cristobal,Xochimilco
Dalia Num. 47,16080,Bo. San Cristobal,Xochimilco
Dalia 51,16080,Barrio San Cristobal,Xochimilco
Dalia 55,16080,Bo Sn Cristobal,Xochimilco
Callejon de Dalia 43,16080,San Cristobal,Xochimilco
Dalia No. 39,16080,Bo. San Cristobal,Xochimilco
Dalia 49,16080,Xochimilco,Xochimilco
Dalia 49,16080,Barrio San Cristobal,Xochimilco
"Cjn. DALIA, 43",16080,BARRIO SAN CRISTOBAL,Xochimilco
1er. Cjon. de Galeana Num. 31,16090,Barr. Xaltocan,Xochimilco
"Cl. PENSAMIENTOS, 30",16090,BARRIO XALTOCAN,Xochimilco
Priv. de Violeta Num. 146,16090,Barr. Xaltocan,Xochimilco
"Cl. PENSAMIENTOS, LT-5 MZ-23",16090,BARRIO XALTOCAN,Xochimilco
Embarcadero 10,16080,Barr. San Cristobal,Xochimilco
Embarcadero 16,16080,San Cristobal,Xochimilco
Rayito 14,16080,San Cristobal,Xochimilco
Salitre 9,16080,San Cristobal,Xochimilco
Salitre 21,16080,San Cristobal,Xochimilco
Salitre 11,16080,San Cristobal,Xochimilco
Violeta 42,16080,San Cristobal,Xochimilco
Salitre 5,16080,San Cristobal,Xochimilco
Violeta 46,16080,San Cristobal,Xochimilco
Las Flores S. N Cjon,00000,San Cristobal,Xochimilco
Chicoco 25 Cjon Tlacoapa Xochimilco 0,16000,-,Xochimilco
Embarcadero 5,16080,San Cristobal,Xochimilco
Rayito 9,16080,San Cristobal,Xochimilco
Rayito 11,16080,San Cristobal,Xochimilco
Rayito 12,16080,San Cristobal,Xochimilco
Rayito 15,16080,San Cristobal,Xochimilco
Rayito 15 - Bis,16080,Barrio San Cristobal,Xochimilco
Rayito Num. 25,16080,San Cristobal,Xochimilco
Primavera 21,16080,San Cristobal,Xochimilco
Primavera 21 Bis,16080,San Cristobal,Xochimilco
Primavera 23,16080,San Cristobal,Xochimilco
Embarcadero 7,16080,San Cristobal,Xochimilco
Violeta 70a,16080,Bo. Sta. Crucita,Xochimilco
Violeta 66,16080,San Cristobal,Xochimilco
Violeta 72,16080,Bo. Belen,Xochimilco
Violeta 74,16080,San Cristobal,Xochimilco
Violeta 70,16080,San Cristobal,Xochimilco
Violeta 72,16080,San Cristobal,Xochimilco
Cerrada Violeta 73 Prov.,16090,Barrio San Cristobal,Xochimilco
Violeta 64,16070,Santa Crucita,Xochimilco
Cjon Violeta 54,16080,San Cristobal,Xochimilco
Embarcadero 3,16080,San Cristobal,Xochimilco
"Cda. CDA RAYITO, 15-1",16080,BARRIO SAN CRISTOBAL,Xochimilco
Cjon. del Nogal 7 Bis,16080,Barrio San Cristobal,Xochimilco
"Cda. CDA RAYITO, 15-3",16080,BARRIO SAN CRISTOBAL,Xochimilco
"Cda. CDA RAYITO, 15-2",16080,BARRIO SAN CRISTOBAL,Xochimilco
"Cjn. NOGAL, 7",16080,BARRIO SAN CRISTOBAL,Xochimilco
Embarcadero 17,16080,Bo San Cristobal,Xochimilco
Rayito 10,16080,San Cristobal,Xochimilco
Primavera 24,16080,San Cristobal,Xochimilco
Embarcadero 46,16080,San Cristobal,Xochimilco
Embarcadero No. 15-b,16080,Bo. San Cristobal,Xochimilco
Antiguo Camino a Xochimilco 5720,16080,Prov la Noria,Xochimilco
Primavera 37 Bis,16080,San Cristobal,Xochimilco
Primavera No. 40,16080,Bo. San Cristobal,Xochimilco
Primavera 36,16080,Bo. San Cristobal,Xochimilco
Primavera 32,16080,San Cristobal,Xochimilco
PRIV PRIMAVERA 44,16080,Bo San Cristobal,Xochimilco
PRIV PRIMAVERA 42,16080,Bo San Cristobal,Xochimilco
PRIV PRIMAVERA 16,16080,Bo San Cristobal,Xochimilco
PRIV PRIMAVERA 1,16080,Bo San Cristobal,Xochimilco
PRIV PRIMAVERA 24,16080,Bo San Cristobal,Xochimilco
PRIV PRIMAVERA 3,16080,Bo San Cristobal,Xochimilco
Embarcadero 21,16080,Bo. San Cristobal,Xochimilco
PRIMAVERA 32,16080,Bo San Cristobal,Xochimilco
Callejon Primavera 6,16080,Bo. San Cristobal,Xochimilco
Callejon Primavera Num. 6,16080,Bo. San Cristobal,Xochimilco
EMBARCADERO 20,16080,Bo San Cristobal,Xochimilco
"Cl. EMBARCADERO, 21",16080,BARRIO SAN CRISTOBAL,Xochimilco
Embarcadero Salitre 22,16080,Bo. San Cristobal,Xochimilco
PRIMAVERA 58,16080,BO SAN CRISTOBAL,Xochimilco
Dalia 25,16080,San Cristobal,Xochimilco
Dalia 53,16080,San Cristobal,Xochimilco
Cjon Dalia 43,16080,San Cristobal,Xochimilco
Cjon Dalia 43,16080,San Cristobal,Xochimilco
Cjon Dalia 41,16080,San Cristobal,Xochimilco
Nuevo Leon 87 a,16080,San Cristobal,Xochimilco
Nuevo Leon 87,16080,San Cristobal,Xochimilco
Flores 13 Cjon,16080,San Cristobal,Xochimilco
Canal Nacional 13 Bo,16080,San Cristobal Xochimilco,Xochimilco
